,Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
327,6133,Maruti Ignis 1.2 Delta BSIV,2018,475367.33885044197,20375,Petrol,Dealer,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
328,4466,Hyundai i20 Sportz 1.4 CRDi,2015,524491.8412329723,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
329,7622,Volkswagen Polo Petrol Highline 1.2L,2012,334488.82662128774,80000,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5.0
330,5352,Maruti Ciaz 1.3 Zeta,2018,769930.1702538723,20000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
331,2601,Honda City i-DTEC VX,2018,1113042.5858419654,60000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0
332,3341,Honda Jazz 1.2 V i VTEC,2016,612798.9186738543,41000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
333,7013,Tata Manza Aura Quadrajet,2010,206802.49709527032,158000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0
334,113,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,393409.81746597996,69000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0
335,174,Maruti Swift VXI Optional,2015,474216.4951945022,36600,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
336,811,Tata Manza Aura Quadrajet,2011,223065.59468579316,110000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0
337,6916,Hyundai Santro Xing GLS,2010,153729.60738336423,86000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
338,3237,Lexus ES 300h,2019,5149996.0317474315,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0
339,4049,Tata Tiago 1.2 Revotron XT,2017,356566.6783251909,35000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
340,6729,Maruti Swift VDI,2012,358522.3168086142,56000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
341,1037,Tata Sumo MKII GX BS IV,2011,249980.49095987377,90000,Diesel,Individual,Manual,Second Owner,13.55 kmpl,2179 CC,118.35 bhp,250Nm@ 1500-3000rpm,7.0
342,3060,Hyundai Santro Xing GLS,2010,160333.7451436487,55000,Petrol,Individual,Manual,Fourth & Above Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
343,7554,Mitsubishi Pajero Sport Anniversary Edition,2015,1250024.3011032413,160000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2477 CC,178 bhp,400Nm@ 2000-2500rpm,7.0
344,4815,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2671908.758592516,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
345,7164,Tata Indigo CS eLX BS IV,2010,196989.5423349085,60000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
346,4157,Tata Indigo CR4,2013,275275.01662249805,100000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0
347,4047,Tata Indica V2 DLS,2007,53488.493289571954,110000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0
348,2788,Hyundai i20 1.2 Spotz,2017,589462.7895626263,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
349,705,Hyundai EON Era Plus,2015,281865.1962163807,17000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
350,7165,Hyundai i20 Active 1.4 SX with AVN,2016,657686.5814103172,40000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0
351,661,BMW X4 M Sport X xDrive20d,2019,5459142.870544194,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
352,5145,Honda City 2017-2020 GXi,2006,166778.17755236675,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0
353,1113,Skoda Rapid 1.6 MPI AT Elegance,2016,640602.4777777531,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
354,788,Maruti Swift Dzire VXI,2014,465616.7749886394,45000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
355,164,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,993977.2880832284,8000,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0
356,2356,Maruti Swift VDI BSIV,2011,338609.79434633907,50000,Diesel,Individual,Manual,First Owner,,,,,
357,3006,Maruti Swift Dzire VDI,2014,512542.01299949526,84000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
358,2916,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,694121.3908961562,50000,Petrol,Individual,Manual,First Owner,15.85 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5.0
359,7710,Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5199920.799041912,17000,Petrol,Dealer,Automatic,First Owner,15.0 kmpl,1991 CC,194.4 bhp,300Nm@ 1600-4000rpm,5.0
360,6101,Maruti Swift VDI BSIV,2010,259327.02327308548,166000,Diesel,Individual,Manual,Second Owner,,,,,
361,1931,Hyundai EON 1.0 Era Plus,2017,305482.63040174043,60000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0
362,515,Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,314245.2907555369,80000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,8.0
363,2375,Ford Figo Diesel EXI Option,2012,252702.90611743752,163720,Diesel,Dealer,Manual,First Owner,18.5 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
364,1528,Maruti Swift Dzire VXi,2009,205870.89571824414,60000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0
365,7247,Mahindra Thar 4X4,2013,514686.7639363834,85000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,7.0
366,2430,Maruti Alto 800 VXI,2013,172426.8740708998,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
367,5338,Maruti Alto K10 2010-2014 VXI,2012,230545.45472799358,50000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
368,28,Maruti Wagon R LXI Minor,2009,165172.49273076688,120000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0
369,6807,Ford Figo Diesel Celebration Edition,2013,224619.81124564307,120000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm,5.0
370,3253,Mahindra Bolero 2011-2019 SLX,2011,428402.8036151426,142000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
371,7463,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,486690.6846566142,43011,Petrol,Dealer,Manual,First Owner,18.88 kmpl,999 CC,123.37 bhp,170Nm@ 1400-4500rpm,5.0
372,4349,Ford Figo 1.5D Base MT,2017,433814.2247896509,113000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
373,371,Lexus ES 300h,2019,5149996.0317474315,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0
374,734,Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,450356.8228678282,110000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0
375,2308,Toyota Innova 2.5 G (Diesel) 8 Seater,2016,945770.9496319641,65000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0
376,5344,Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,1445716.2666111076,10000,Petrol,Individual,Automatic,First Owner,18.76 kmpl,1462 CC,103.26 bhp,138nm@ 4400rpm,5.0
377,5976,Ford Figo Diesel EXI Option,2011,236610.51656592172,50000,Diesel,Individual,Manual,First Owner,18.5 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
378,2870,Mahindra Xylo E4,2011,253191.7393133177,116000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0
379,6043,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,1814877.132009963,100600,Diesel,Individual,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0
380,4994,Hyundai i20 Magna Optional 1.2,2012,451514.2171081153,27500,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.9 bhp,113.8Nm@ 4000rpm,5.0
381,2428,Ford Fiesta Diesel Style,2012,376929.52141208097,60000,Diesel,Individual,Manual,Second Owner,23.5 kmpl,1498 CC,88.7 bhp,204Nm@ 2000-2750rpm,5.0
382,3908,Maruti Alto 800 CNG LXI,2017,379078.3312313326,67000,CNG,Individual,Manual,First Owner,33.44 km/kg,796 CC,40.3 bhp,60Nm@ 3500rpm,4.0
383,4387,Maruti Wagon R VXI Opt 1.2,2016,416959.62772634334,55000,Petrol,Dealer,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
384,6609,Volkswagen Ameo 1.2 MPI Comfortline,2016,441728.0998670296,35000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm,5.0
385,4969,Honda Jazz 1.2 V i VTEC,2016,612798.9186738543,41000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
386,217,Honda Brio S MT,2012,280923.43740128283,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
387,6367,Maruti Swift VXI,2013,411604.9357167776,15000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
388,3977,Renault KWID RXT,2015,261969.87736237946,15200,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
389,1377,Honda City i-VTEC S,2010,506163.55702663807,58544,Petrol,Dealer,Manual,Second Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
390,5797,Ford Figo 1.5D Trend MT,2016,468930.79757226305,45217,Diesel,Dealer,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
391,5690,Hyundai Santro Xing XS,2007,106511.5686214487,90000,Petrol,Individual,Manual,Third Owner,17.8 kmpl,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5.0
392,6460,Maruti Alto 800 LXI,2015,270146.0841891172,26500,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
393,3263,Maruti Alto LXi,2009,127128.46492000204,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
394,4005,Maruti Alto 800 LXI,2016,306053.68869045016,5000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
395,3311,Nissan Micra Active XV,2014,439952.4134188413,30000,Petrol,Individual,Manual,First Owner,19.69 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0
396,2809,Renault KWID RXT Optional,2016,284731.53850013914,41000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
397,4732,Maruti Wagon R LXI,2008,148149.39777514455,35008,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
398,1763,Chevrolet Cruze LTZ,2010,277962.1115382274,120000,Diesel,Individual,Manual,Third Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5.0
399,5209,Tata Zest Revotron 1.2T XMS,2015,446744.5717981418,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0
400,1524,Maruti Alto 800 LXI,2017,269237.3479344838,50000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
401,1761,Hyundai Xcent 1.2 VTVT E,2019,419216.13233689533,100000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
402,1089,Maruti Swift AMT ZXI,2018,603943.4380799186,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
403,564,Ford EcoSport 1.5 Diesel Trend BSIV,2014,485053.7320129011,54000,Diesel,Dealer,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
404,6116,Renault Duster 85PS Diesel RxL,2016,571122.3673622902,50000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0
405,3360,Toyota Innova Crysta 2.4 GX MT BSIV,2016,1401936.7146252564,100000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0
406,4251,Skoda Rapid 1.6 MPI AT Elegance,2016,640602.4777777531,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
407,6921,Ford Fiesta 1.5 TDCi Titanium,2014,492508.9186649767,140000,Diesel,Individual,Manual,Second Owner,25.01 kmpl,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm,5.0
408,5486,Hyundai i10 Magna,2014,304401.4750212722,60000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
409,6856,Hyundai Santro Xing GL Plus LPG,2011,176103.01754637843,70000,LPG,Individual,Manual,First Owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
410,8070,Honda Amaze VX O iDTEC,2015,448215.81204104156,60000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
411,1460,Maruti Ertiga VXI,2014,528780.2925882929,25000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0
412,2772,Ford Classic 1.6 Duratec Titanium,2013,441184.78398179496,120000,Petrol,Individual,Manual,First Owner,14.09 kmpl,1596 CC,99.6 bhp,146Nm@ 3400rpm,5.0
413,1422,Maruti Swift VDI,2012,351854.1975649963,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
414,8002,Renault Lodgy 85PS Std,2016,528983.29270217,7000,Diesel,Dealer,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,8.0
415,7473,Maruti Esteem Lxi,2002,95030.72628872865,90000,Petrol,Individual,Manual,Third Owner,,,,,
416,4197,Tata Nexon 1.5 Revotorq XZ Plus,2017,863539.1638478682,35000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0
417,5498,Maruti Wagon R VXI,2005,107493.1904033575,50000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
418,394,Toyota Innova 2.5 G1 Diesel 8-seater,2005,424700.9357027059,240000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
419,2846,Mahindra Bolero 2011-2019 ZLX,2016,620108.4279729921,92385,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
420,5894,Toyota Corolla DX,2005,177322.8501656733,96000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5.0
421,1709,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2671908.758592516,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
422,2935,Hyundai Creta 1.4 E Plus,2019,988728.5543543976,15000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0
423,7018,Ford Figo Diesel EXI,2011,218093.73338224716,55130,Diesel,Dealer,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
424,749,Maruti Alto K10 VXI,2020,439179.1784479619,6000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
425,6562,Honda Jazz VX,2016,550004.1051622204,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
426,1649,Hyundai Santro Xing GL,2008,120329.7523221831,128000,Petrol,Individual,Manual,First Owner,0.0 kmpl,1086 CC,62 bhp,96.1Nm@ 3000rpm,5.0
427,2695,Maruti Alto 800 LXI,2016,270425.3077103796,60000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
428,1452,Maruti Swift Dzire Tour LDI,2017,511499.3294375916,28832,Diesel,Dealer,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
429,1313,Renault Duster 110PS Diesel RxL,2012,396203.34503949666,120000,Diesel,Individual,Manual,Third Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
430,774,Hyundai Santro GLS I - Euro I,1999,34426.08154569566,110000,Petrol,Individual,Manual,Second Owner,,,,,
431,464,Maruti Baleno Alpha 1.3,2017,703825.0995220263,70000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
432,2393,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,539566.0276333436,15000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0
433,373,Tata Safari Storme EX,2015,534072.3827153199,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
434,5858,BMW 3 Series 320d Prestige,2015,2123197.2299895873,74000,Diesel,Individual,Automatic,First Owner,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5.0
435,283,Tata Manza Club Class Quadrajet90 LX,2012,290008.7090322955,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0
436,1598,Hyundai Xcent 1.2 Kappa SX,2017,497429.85342829826,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
437,7613,Maruti Baleno Delta 1.3,2017,644428.0871173984,36000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
438,5464,Maruti Swift Vdi BSIII,2010,300049.754912914,135000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
439,1461,Mahindra XUV500 W7,2020,1407281.2038029144,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0
440,1854,Chevrolet Beat LT,2010,115937.60121669783,63000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0
441,4458,Tata Indigo CS eGLS BS IV,2013,245814.99715529662,50000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5.0
442,3044,Maruti Swift VDI,2013,386290.8934096489,76000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
443,2800,Maruti Ciaz 1.3 Alpha,2017,792377.112672624,78000,Diesel,Individual,Manual,Third Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
444,8055,Honda Brio 1.2 S MT,2012,312494.1440306471,30000,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
445,7327,Honda Jazz VX CVT,2019,795153.3429815865,1500,Petrol,Individual,Automatic,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
446,3790,Honda City i DTec SV,2016,707769.0645389119,110000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
447,204,Maruti Swift Dzire VXI,2017,575631.7822554532,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
448,5232,Maruti Ertiga SHVS ZDI Plus,2017,839146.5949397092,43000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0
449,5372,Hyundai i20 Petrol CVT Asta,2018,809818.3227433369,15000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5.0
450,5204,Hyundai i20 1.4 CRDi Sportz,2012,357342.2179350285,110000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
451,1174,Mahindra Verito 1.5 D4 BSIII,2012,243149.05158099649,70000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0
452,4471,Hyundai i20 1.4 Asta,2018,746786.306547475,60000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
453,1261,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,638231.7163261042,210000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7.0
454,5669,Ford Figo 1.5D Titanium MT,2015,485035.7478056735,80000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
455,1123,Honda Jazz VX,2016,550004.1051622204,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
456,5535,Hyundai Verna Transform SX VGT CRDi AT BS III,2010,533075.0006387397,185000,Diesel,Individual,Automatic,Fourth & Above Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0
457,4848,Maruti Wagon R LXI Minor,2008,117009.00369580428,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0
458,6244,Honda Jazz 1.5 V i DTEC,2015,543956.7135448229,90000,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
459,228,Maruti Swift 1.3 VXi,2008,177253.02129242523,120000,Petrol,Individual,Manual,Second Owner,,,,,
460,2089,Mahindra TUV 300 T8,2016,645645.7078830642,100000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
461,2108,Maruti Wagon R LXI DUO BSIII,2008,143812.00025554316,112000,LPG,Individual,Manual,Second Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5.0
462,7856,Honda Jazz V CVT,2017,779937.2122911471,6550,Petrol,Individual,Automatic,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
463,7159,Renault KWID RXT Optional,2016,281005.23656988214,60000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
464,3168,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,416689.36553356133,200000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
465,3800,Tata Indica Vista Terra Quadrajet 1.3L,2010,108935.20834764966,100000,Diesel,Individual,Manual,Second Owner,18.0 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5.0
466,5780,Hyundai Verna 1.6 SX,2012,464395.18654267024,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
467,3931,Chevrolet Beat Diesel LT,2015,248762.05762558617,40000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0
468,7498,Toyota Innova 2.5 V Diesel 8-seater,2007,502558.6648561059,200000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
469,4542,Maruti Omni LPG STD BSIV,1999,61746.954933488974,100000,LPG,Individual,Manual,Fourth & Above Owner,,,,,
470,5595,Maruti Swift Dzire Vdi BSIV,2010,333624.1776378972,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
471,7370,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1890783.5632804595,36000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0
472,6185,Renault KWID RXT Optional,2016,287869.4769677239,25000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
473,3155,Ford Figo Petrol EXI,2011,297484.4841357956,25000,Petrol,Individual,Manual,First Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5.0
